Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,f_Date,Home_s,Visitor_s,Home_abbr,Away_abbr
"Mon, Jan 1, 2024",3:00p,Minnesota Timberwolves,106,New York Knicks,112,Box Score,,19812.0,Madison Square Garden (IV),,20240101,NYK,MIN,NYK,MIN
"Mon, Jan 1, 2024",7:30p,Cleveland Cavaliers,121,Toronto Raptors,124,Box Score,,19800.0,Scotiabank Arena,,20240101,TOR,CLE,TOR,CLE
"Mon, Jan 1, 2024",8:00p,Detroit Pistons,113,Houston Rockets,136,Box Score,,18055.0,Toyota Center,,20240101,HOU,DET,HOU,DET
"Mon, Jan 1, 2024",8:00p,Indiana Pacers,122,Milwaukee Bucks,113,Box Score,,17922.0,Fiserv Forum,,20240101,MIL,IND,MIL,IND
"Mon, Jan 1, 2024",9:00p,Charlotte Hornets,93,Denver Nuggets,111,Box Score,,19625.0,Ball Arena,,20240101,DEN,CHO,DEN,CHO
"Mon, Jan 1, 2024",9:00p,Portland Trail Blazers,88,Phoenix Suns,109,Box Score,,17071.0,Footprint Center,,20240101,PHO,POR,PHO,POR
"Mon, Jan 1, 2024",9:00p,Dallas Mavericks,90,Utah Jazz,127,Box Score,,18206.0,Delta Center,,20240101,UTA,DAL,UTA,DAL
"Mon, Jan 1, 2024",10:30p,Miami Heat,104,Los Angeles Clippers,121,Box Score,,19370.0,Crypto.com Arena,,20240101,LAC,MIA,LAC,MIA
"Tue, Jan 2, 2024",7:00p,Chicago Bulls,97,Philadelphia 76ers,110,Box Score,,19772.0,Wells Fargo Center,,20240102,PHI,CHI,PHI,CHI
"Tue, Jan 2, 2024",8:00p,San Antonio Spurs,98,Memphis Grizzlies,106,Box Score,,17794.0,FedEx Forum,,20240102,MEM,SAS,MEM,SAS
"Tue, Jan 2, 2024",8:00p,Brooklyn Nets,85,New Orleans Pelicans,112,Box Score,,16253.0,Smoothie King Center,,20240102,NOP,BRK,NOP,BRK
"Tue, Jan 2, 2024",8:00p,Boston Celtics,123,Oklahoma City Thunder,127,Box Score,,18203.0,Paycom Center,,20240102,OKC,BOS,OKC,BOS
"Tue, Jan 2, 2024",10:00p,Orlando Magic,115,Golden State Warriors,121,Box Score,,18064.0,Chase Center,,20240102,GSW,ORL,GSW,ORL
"Tue, Jan 2, 2024",10:00p,Charlotte Hornets,111,Sacramento Kings,104,Box Score,,17832.0,Golden 1 Center,,20240102,SAC,CHO,SAC,CHO
"Wed, Jan 3, 2024",7:00p,Washington Wizards,101,Cleveland Cavaliers,140,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240103,CLE,WAS,CLE,WAS
"Wed, Jan 3, 2024",7:00p,Milwaukee Bucks,130,Indiana Pacers,142,Box Score,,17274.0,Gainbridge Fieldhouse,,20240103,IND,MIL,IND,MIL
"Wed, Jan 3, 2024",7:30p,Oklahoma City Thunder,138,Atlanta Hawks,141,Box Score,,17770.0,State Farm Arena,,20240103,ATL,OKC,ATL,OKC
"Wed, Jan 3, 2024",8:00p,Brooklyn Nets,101,Houston Rockets,112,Box Score,,16563.0,Toyota Center,,20240103,HOU,BRK,HOU,BRK
"Wed, Jan 3, 2024",8:00p,Toronto Raptors,116,Memphis Grizzlies,111,Box Score,,16385.0,FedEx Forum,,20240103,MEM,TOR,MEM,TOR
"Wed, Jan 3, 2024",8:00p,New Orleans Pelicans,117,Minnesota Timberwolves,106,Box Score,,18024.0,Target Center,,20240103,MIN,NOP,MIN,NOP
"Wed, Jan 3, 2024",8:30p,Portland Trail Blazers,97,Dallas Mavericks,126,Box Score,,20077.0,American Airlines Center,,20240103,DAL,POR,DAL,POR
"Wed, Jan 3, 2024",8:30p,Chicago Bulls,100,New York Knicks,116,Box Score,,19812.0,Madison Square Garden (IV),,20240103,NYK,CHI,NYK,CHI
"Wed, Jan 3, 2024",9:00p,Los Angeles Clippers,131,Phoenix Suns,122,Box Score,,17071.0,Footprint Center,,20240103,PHO,LAC,PHO,LAC
"Wed, Jan 3, 2024",9:00p,Detroit Pistons,148,Utah Jazz,154,Box Score,OT,18206.0,Delta Center,,20240103,UTA,DET,UTA,DET
"Wed, Jan 3, 2024",10:00p,Miami Heat,110,Los Angeles Lakers,96,Box Score,,18997.0,Crypto.com Arena,,20240103,LAL,MIA,LAL,MIA
"Wed, Jan 3, 2024",10:00p,Orlando Magic,135,Sacramento Kings,138,Box Score,2OT,17832.0,Golden 1 Center,,20240103,SAC,ORL,SAC,ORL
"Thu, Jan 4, 2024",7:30p,Milwaukee Bucks,125,San Antonio Spurs,121,Box Score,,19082.0,Frost Bank Center,,20240104,SAS,MIL,SAS,MIL
"Thu, Jan 4, 2024",10:00p,Denver Nuggets,130,Golden State Warriors,127,Box Score,,18064.0,Chase Center,,20240104,GSW,DEN,GSW,DEN
"Fri, Jan 5, 2024",7:00p,Utah Jazz,97,Boston Celtics,126,Box Score,,19156.0,TD Garden,,20240105,BOS,UTA,BOS,UTA
"Fri, Jan 5, 2024",7:00p,Atlanta Hawks,116,Indiana Pacers,150,Box Score,,17274.0,Gainbridge Fieldhouse,,20240105,IND,ATL,IND,ATL
"Fri, Jan 5, 2024",7:30p,Oklahoma City Thunder,115,Brooklyn Nets,124,Box Score,,18147.0,Barclays Center,,20240105,BRK,OKC,BRK,OKC
"Fri, Jan 5, 2024",7:30p,Washington Wizards,90,Cleveland Cavaliers,114,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240105,CLE,WAS,CLE,WAS
"Fri, Jan 5, 2024",7:30p,New York Knicks,128,Philadelphia 76ers,92,Box Score,,20461.0,Wells Fargo Center,,20240105,PHI,NYK,PHI,NYK
"Fri, Jan 5, 2024",8:00p,Charlotte Hornets,91,Chicago Bulls,104,Box Score,,21345.0,United Center,,20240105,CHI,CHO,CHI,CHO
"Fri, Jan 5, 2024",8:00p,Minnesota Timberwolves,122,Houston Rockets,95,Box Score,,18055.0,Toyota Center,,20240105,HOU,MIN,HOU,MIN
"Fri, Jan 5, 2024",8:00p,Los Angeles Clippers,111,New Orleans Pelicans,95,Box Score,,18329.0,Smoothie King Center,,20240105,NOP,LAC,NOP,LAC
"Fri, Jan 5, 2024",8:30p,Portland Trail Blazers,103,Dallas Mavericks,139,Box Score,,20162.0,American Airlines Center,,20240105,DAL,POR,DAL,POR
"Fri, Jan 5, 2024",9:00p,Orlando Magic,122,Denver Nuggets,120,Box Score,,19659.0,Ball Arena,,20240105,DEN,ORL,DEN,ORL
"Fri, Jan 5, 2024",9:00p,Miami Heat,97,Phoenix Suns,113,Box Score,,17071.0,Footprint Center,,20240105,PHO,MIA,PHO,MIA
"Fri, Jan 5, 2024",10:00p,Detroit Pistons,109,Golden State Warriors,113,Box Score,,18064.0,Chase Center,,20240105,GSW,DET,GSW,DET
"Fri, Jan 5, 2024",10:00p,Memphis Grizzlies,127,Los Angeles Lakers,113,Box Score,,18997.0,Crypto.com Arena,,20240105,LAL,MEM,LAL,MEM
"Fri, Jan 5, 2024",10:00p,Toronto Raptors,130,Sacramento Kings,135,Box Score,,17941.0,Golden 1 Center,,20240105,SAC,TOR,SAC,TOR
"Sat, Jan 6, 2024",7:00p,Boston Celtics,118,Indiana Pacers,101,Box Score,,17274.0,Gainbridge Fieldhouse,,20240106,IND,BOS,IND,BOS
"Sat, Jan 6, 2024",7:00p,New York Knicks,121,Washington Wizards,105,Box Score,,20333.0,Capital One Arena,,20240106,WAS,NYK,WAS,NYK
"Sat, Jan 6, 2024",7:30p,Utah Jazz,120,Philadelphia 76ers,109,Box Score,,20278.0,Wells Fargo Center,,20240106,PHI,UTA,PHI,UTA
"Sat, Jan 6, 2024",8:00p,Milwaukee Bucks,108,Houston Rockets,112,Box Score,,18055.0,Toyota Center,,20240106,HOU,MIL,HOU,MIL
"Sun, Jan 7, 2024",1:00p,San Antonio Spurs,115,Cleveland Cavaliers,117,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240107,CLE,SAS,CLE,SAS
"Sun, Jan 7, 2024",3:00p,Portland Trail Blazers,134,Brooklyn Nets,127,Box Score,OT,17732.0,Barclays Center,,20240107,BRK,POR,BRK,POR
"Sun, Jan 7, 2024",6:00p,Atlanta Hawks,110,Orlando Magic,117,Box Score,OT,19349.0,Kia Center,,20240107,ORL,ATL,ORL,ATL
"Sun, Jan 7, 2024",6:00p,New Orleans Pelicans,133,Sacramento Kings,100,Box Score,,17832.0,Golden 1 Center,,20240107,SAC,NOP,SAC,NOP
"Sun, Jan 7, 2024",7:30p,Minnesota Timberwolves,108,Dallas Mavericks,115,Box Score,,20111.0,American Airlines Center,,20240107,DAL,MIN,DAL,MIN
"Sun, Jan 7, 2024",8:00p,Detroit Pistons,114,Denver Nuggets,131,Box Score,,19623.0,Ball Arena,,20240107,DEN,DET,DEN,DET
"Sun, Jan 7, 2024",8:00p,Memphis Grizzlies,121,Phoenix Suns,115,Box Score,,17071.0,Footprint Center,,20240107,PHO,MEM,PHO,MEM
"Sun, Jan 7, 2024",8:30p,Toronto Raptors,133,Golden State Warriors,118,Box Score,,18064.0,Chase Center,,20240107,GSW,TOR,GSW,TOR
"Sun, Jan 7, 2024",9:30p,Los Angeles Clippers,103,Los Angeles Lakers,106,Box Score,,18997.0,Crypto.com Arena,,20240107,LAL,LAC,LAL,LAC
"Mon, Jan 8, 2024",7:00p,Chicago Bulls,119,Charlotte Hornets,112,Box Score,OT,14418.0,Spectrum Center,,20240108,CHO,CHI,CHO,CHI
"Mon, Jan 8, 2024",7:00p,Boston Celtics,131,Indiana Pacers,133,Box Score,,16009.0,Gainbridge Fieldhouse,,20240108,IND,BOS,IND,BOS
"Mon, Jan 8, 2024",7:00p,Oklahoma City Thunder,136,Washington Wizards,128,Box Score,,15297.0,Capital One Arena,,20240108,WAS,OKC,WAS,OKC
"Mon, Jan 8, 2024",7:30p,Houston Rockets,113,Miami Heat,120,Box Score,,19694.0,Kaseya Center,,20240108,MIA,HOU,MIA,HOU
"Mon, Jan 8, 2024",8:00p,Utah Jazz,132,Milwaukee Bucks,116,Box Score,,17341.0,Fiserv Forum,,20240108,MIL,UTA,MIL,UTA
"Mon, Jan 8, 2024",10:30p,Phoenix Suns,111,Los Angeles Clippers,138,Box Score,,19370.0,Crypto.com Arena,,20240108,LAC,PHO,LAC,PHO
"Tue, Jan 9, 2024",7:00p,Sacramento Kings,131,Detroit Pistons,110,Box Score,,13992.0,Little Caesars Arena,,20240109,DET,SAC,DET,SAC
"Tue, Jan 9, 2024",7:00p,Minnesota Timberwolves,113,Orlando Magic,92,Box Score,,19223.0,Kia Center,,20240109,ORL,MIN,ORL,MIN
"Tue, Jan 9, 2024",7:30p,Portland Trail Blazers,84,New York Knicks,112,Box Score,,19812.0,Madison Square Garden (IV),,20240109,NYK,POR,NYK,POR
"Tue, Jan 9, 2024",8:30p,Memphis Grizzlies,120,Dallas Mavericks,103,Box Score,,20116.0,American Airlines Center,,20240109,DAL,MEM,DAL,MEM
"Tue, Jan 9, 2024",10:30p,Toronto Raptors,131,Los Angeles Lakers,132,Box Score,,18997.0,Crypto.com Arena,,20240109,LAL,TOR,LAL,TOR
"Wed, Jan 10, 2024",7:00p,Minnesota Timberwolves,120,Boston Celtics,127,Box Score,OT,19156.0,TD Garden,,20240110,BOS,MIN,BOS,MIN
"Wed, Jan 10, 2024",7:00p,Sacramento Kings,123,Charlotte Hornets,98,Box Score,,14173.0,Spectrum Center,,20240110,CHO,SAC,CHO,SAC
"Wed, Jan 10, 2024",7:00p,San Antonio Spurs,130,Detroit Pistons,108,Box Score,,17833.0,Little Caesars Arena,,20240110,DET,SAS,DET,SAS
"Wed, Jan 10, 2024",7:00p,Washington Wizards,104,Indiana Pacers,112,Box Score,,15721.0,Gainbridge Fieldhouse,,20240110,IND,WAS,IND,WAS
"Wed, Jan 10, 2024",7:30p,Philadelphia 76ers,132,Atlanta Hawks,139,Box Score,OT,16089.0,State Farm Arena,,20240110,ATL,PHI,ATL,PHI
"Wed, Jan 10, 2024",7:30p,Oklahoma City Thunder,128,Miami Heat,120,Box Score,,19636.0,Kaseya Center,,20240110,MIA,OKC,MIA,OKC
"Wed, Jan 10, 2024",8:00p,Houston Rockets,119,Chicago Bulls,124,Box Score,OT,21149.0,United Center,,20240110,CHI,HOU,CHI,HOU
"Wed, Jan 10, 2024",8:30p,New Orleans Pelicans,141,Golden State Warriors,105,Box Score,,18064.0,Chase Center,,20240110,GSW,NOP,GSW,NOP
"Wed, Jan 10, 2024",10:00p,Denver Nuggets,111,Utah Jazz,124,Box Score,,18206.0,Delta Center,,20240110,UTA,DEN,UTA,DEN
"Wed, Jan 10, 2024",10:30p,Toronto Raptors,120,Los Angeles Clippers,126,Box Score,,19370.0,Crypto.com Arena,,20240110,LAC,TOR,LAC,TOR
"Thu, Jan 11, 2024",2:00p,Brooklyn Nets,102,Cleveland Cavaliers,111,Box Score,,15887.0,AccorHotels Arena,"at Paris, France",20240111,CLE,BRK,CLE,BRK
"Thu, Jan 11, 2024",7:30p,Boston Celtics,102,Milwaukee Bucks,135,Box Score,,17781.0,Fiserv Forum,,20240111,MIL,BOS,MIL,BOS
"Thu, Jan 11, 2024",8:00p,Portland Trail Blazers,77,Oklahoma City Thunder,139,Box Score,,15828.0,Paycom Center,,20240111,OKC,POR,OKC,POR
"Thu, Jan 11, 2024",8:30p,New York Knicks,124,Dallas Mavericks,128,Box Score,,20040.0,American Airlines Center,,20240111,DAL,NYK,DAL,NYK
"Thu, Jan 11, 2024",10:00p,Phoenix Suns,127,Los Angeles Lakers,109,Box Score,,18416.0,Crypto.com Arena,,20240111,LAL,PHO,LAL,PHO
"Fri, Jan 12, 2024",7:30p,Indiana Pacers,126,Atlanta Hawks,108,Box Score,,15596.0,State Farm Arena,,20240112,ATL,IND,ATL,IND
"Fri, Jan 12, 2024",7:30p,Houston Rockets,112,Detroit Pistons,110,Box Score,,13987.0,Little Caesars Arena,,20240112,DET,HOU,DET,HOU
"Fri, Jan 12, 2024",7:30p,Sacramento Kings,93,Philadelphia 76ers,112,Box Score,,19766.0,Wells Fargo Center,,20240112,PHI,SAC,PHI,SAC
"Fri, Jan 12, 2024",8:00p,Golden State Warriors,140,Chicago Bulls,131,Box Score,,21153.0,United Center,,20240112,CHI,GSW,CHI,GSW
"Fri, Jan 12, 2024",8:00p,Los Angeles Clippers,128,Memphis Grizzlies,119,Box Score,,16617.0,FedEx Forum,,20240112,MEM,LAC,MEM,LAC
"Fri, Jan 12, 2024",8:00p,Orlando Magic,96,Miami Heat,99,Box Score,,19650.0,Kaseya Center,,20240112,MIA,ORL,MIA,ORL
"Fri, Jan 12, 2024",8:00p,Portland Trail Blazers,93,Minnesota Timberwolves,116,Box Score,,18024.0,Target Center,,20240112,MIN,POR,MIN,POR
"Fri, Jan 12, 2024",8:00p,Charlotte Hornets,99,San Antonio Spurs,135,Box Score,,18073.0,Frost Bank Center,,20240112,SAS,CHO,SAS,CHO
"Fri, Jan 12, 2024",9:30p,Toronto Raptors,113,Utah Jazz,145,Box Score,,18206.0,Delta Center,,20240112,UTA,TOR,UTA,TOR
"Fri, Jan 12, 2024",10:00p,New Orleans Pelicans,113,Denver Nuggets,125,Box Score,,19638.0,Ball Arena,,20240112,DEN,NOP,DEN,NOP
"Sat, Jan 13, 2024",7:00p,Houston Rockets,113,Boston Celtics,145,Box Score,,19156.0,TD Garden,,20240113,BOS,HOU,BOS,HOU
"Sat, Jan 13, 2024",7:30p,Washington Wizards,127,Atlanta Hawks,99,Box Score,,17108.0,State Farm Arena,,20240113,ATL,WAS,ATL,WAS
"Sat, Jan 13, 2024",8:00p,New York Knicks,106,Memphis Grizzlies,94,Box Score,,16598.0,FedEx Forum,,20240113,MEM,NYK,MEM,NYK
"Sat, Jan 13, 2024",8:00p,Golden State Warriors,118,Milwaukee Bucks,129,Box Score,,18009.0,Fiserv Forum,,20240113,MIL,GSW,MIL,GSW
"Sat, Jan 13, 2024",8:00p,Orlando Magic,100,Oklahoma City Thunder,112,Box Score,,18203.0,Paycom Center,,20240113,OKC,ORL,OKC,ORL
"Sat, Jan 13, 2024",8:30p,New Orleans Pelicans,118,Dallas Mavericks,108,Box Score,,20155.0,American Airlines Center,,20240113,DAL,NOP,DAL,NOP
"Sat, Jan 13, 2024",8:30p,Chicago Bulls,122,San Antonio Spurs,116,Box Score,,18354.0,Frost Bank Center,,20240113,SAS,CHI,SAS,CHI
"Sat, Jan 13, 2024",9:30p,Los Angeles Lakers,125,Utah Jazz,132,Box Score,,18206.0,Delta Center,,20240113,UTA,LAL,UTA,LAL
"Sun, Jan 14, 2024",3:30p,Indiana Pacers,109,Denver Nuggets,117,Box Score,,19631.0,Ball Arena,,20240114,DEN,IND,DEN,IND
"Sun, Jan 14, 2024",6:00p,Charlotte Hornets,87,Miami Heat,104,Box Score,,19831.0,Kaseya Center,,20240114,MIA,CHO,MIA,CHO
"Sun, Jan 14, 2024",7:00p,Sacramento Kings,142,Milwaukee Bucks,143,Box Score,OT,17612.0,Fiserv Forum,,20240114,MIL,SAC,MIL,SAC
"Sun, Jan 14, 2024",7:00p,Los Angeles Clippers,105,Minnesota Timberwolves,109,Box Score,,18024.0,Target Center,,20240114,MIN,LAC,MIN,LAC
"Sun, Jan 14, 2024",9:00p,Phoenix Suns,127,Portland Trail Blazers,116,Box Score,,18071.0,Moda Center,,20240114,POR,PHO,POR,PHO
"Mon, Jan 15, 2024",1:00p,Houston Rockets,115,Philadelphia 76ers,124,Box Score,,20822.0,Wells Fargo Center,,20240115,PHI,HOU,PHI,HOU
"Mon, Jan 15, 2024",2:30p,New Orleans Pelicans,120,Dallas Mavericks,125,Box Score,,20010.0,American Airlines Center,,20240115,DAL,NOP,DAL,NOP
"Mon, Jan 15, 2024",3:00p,Orlando Magic,98,New York Knicks,94,Box Score,,19812.0,Madison Square Garden (IV),,20240115,NYK,ORL,NYK,ORL
"Mon, Jan 15, 2024",3:00p,Detroit Pistons,129,Washington Wizards,117,Box Score,,15156.0,Capital One Arena,,20240115,WAS,DET,WAS,DET
"Mon, Jan 15, 2024",3:30p,San Antonio Spurs,99,Atlanta Hawks,109,Box Score,,17447.0,State Farm Arena,,20240115,ATL,SAS,ATL,SAS
"Mon, Jan 15, 2024",6:00p,Golden State Warriors,107,Memphis Grizzlies,116,Box Score,,16612.0,FedEx Forum,,20240115,MEM,GSW,MEM,GSW
"Mon, Jan 15, 2024",7:00p,Chicago Bulls,91,Cleveland Cavaliers,109,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240115,CLE,CHI,CLE,CHI
"Mon, Jan 15, 2024",7:30p,Miami Heat,96,Brooklyn Nets,95,Box Score,OT,17893.0,Barclays Center,,20240115,BRK,MIA,BRK,MIA
"Mon, Jan 15, 2024",7:30p,Boston Celtics,105,Toronto Raptors,96,Box Score,,19278.0,Scotiabank Arena,,20240115,TOR,BOS,TOR,BOS
"Mon, Jan 15, 2024",9:00p,Indiana Pacers,105,Utah Jazz,132,Box Score,,18206.0,Delta Center,,20240115,UTA,IND,UTA,IND
"Mon, Jan 15, 2024",10:30p,Oklahoma City Thunder,105,Los Angeles Lakers,112,Box Score,,18997.0,Crypto.com Arena,,20240115,LAL,OKC,LAL,OKC
"Tue, Jan 16, 2024",7:30p,Denver Nuggets,121,Philadelphia 76ers,126,Box Score,,19775.0,Wells Fargo Center,,20240116,PHI,DEN,PHI,DEN
"Tue, Jan 16, 2024",9:00p,Sacramento Kings,117,Phoenix Suns,119,Box Score,,17071.0,Footprint Center,,20240116,PHO,SAC,PHO,SAC
"Tue, Jan 16, 2024",10:00p,Oklahoma City Thunder,117,Los Angeles Clippers,128,Box Score,,19370.0,Crypto.com Arena,,20240116,LAC,OKC,LAC,OKC
"Wed, Jan 17, 2024",7:00p,Minnesota Timberwolves,124,Detroit Pistons,117,Box Score,,16022.0,Little Caesars Arena,,20240117,DET,MIN,DET,MIN
"Wed, Jan 17, 2024",7:30p,Orlando Magic,104,Atlanta Hawks,106,Box Score,,14541.0,State Farm Arena,,20240117,ATL,ORL,ATL,ORL
"Wed, Jan 17, 2024",7:30p,San Antonio Spurs,98,Boston Celtics,117,Box Score,,19156.0,TD Garden,,20240117,BOS,SAS,BOS,SAS
"Wed, Jan 17, 2024",7:30p,Milwaukee Bucks,95,Cleveland Cavaliers,135,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,20240117,CLE,MIL,CLE,MIL
"Wed, Jan 17, 2024",7:30p,Houston Rockets,94,New York Knicks,109,Box Score,,19439.0,Madison Square Garden (IV),,20240117,NYK,HOU,NYK,HOU
"Wed, Jan 17, 2024",7:30p,Miami Heat,97,Toronto Raptors,121,Box Score,,19631.0,Scotiabank Arena,,20240117,TOR,MIA,TOR,MIA
"Wed, Jan 17, 2024",8:00p,Charlotte Hornets,112,New Orleans Pelicans,132,Box Score,,16093.0,Smoothie King Center,,20240117,NOP,CHO,NOP,CHO
"Wed, Jan 17, 2024",8:30p,Dallas Mavericks,110,Los Angeles Lakers,127,Box Score,,18338.0,Crypto.com Arena,,20240117,LAL,DAL,LAL,DAL
"Wed, Jan 17, 2024",10:00p,Brooklyn Nets,103,Portland Trail Blazers,105,Box Score,,17021.0,Moda Center,,20240117,POR,BRK,POR,BRK
"Thu, Jan 18, 2024",7:30p,Washington Wizards,109,New York Knicks,113,Box Score,,19466.0,Madison Square Garden (IV),,20240118,NYK,WAS,NYK,WAS
"Thu, Jan 18, 2024",7:30p,Chicago Bulls,116,Toronto Raptors,110,Box Score,,19312.0,Scotiabank Arena,,20240118,TOR,CHI,TOR,CHI
"Thu, Jan 18, 2024",9:00p,Oklahoma City Thunder,134,Utah Jazz,129,Box Score,,18206.0,Delta Center,,20240118,UTA,OKC,UTA,OKC
"Thu, Jan 18, 2024",10:00p,Memphis Grizzlies,103,Minnesota Timberwolves,118,Box Score,,18024.0,Target Center,,20240118,MIN,MEM,MIN,MEM
"Thu, Jan 18, 2024",10:00p,Indiana Pacers,126,Sacramento Kings,121,Box Score,,17832.0,Golden 1 Center,,20240118,SAC,IND,SAC,IND
"Fri, Jan 19, 2024",7:00p,San Antonio Spurs,120,Charlotte Hornets,124,Box Score,,19093.0,Spectrum Center,,20240119,CHO,SAS,CHO,SAS
"Fri, Jan 19, 2024",7:00p,Philadelphia 76ers,124,Orlando Magic,109,Box Score,,19063.0,Kia Center,,20240119,ORL,PHI,ORL,PHI
"Fri, Jan 19, 2024",7:30p,Denver Nuggets,102,Boston Celtics,100,Box Score,,19156.0,TD Garden,,20240119,BOS,DEN,BOS,DEN
"Fri, Jan 19, 2024",8:00p,Atlanta Hawks,109,Miami Heat,108,Box Score,,20040.0,Kaseya Center,,20240119,MIA,ATL,MIA,ATL
"Fri, Jan 19, 2024",8:00p,Phoenix Suns,123,New Orleans Pelicans,109,Box Score,,18686.0,Smoothie King Center,,20240119,NOP,PHO,NOP,PHO
"Fri, Jan 19, 2024",10:00p,Indiana Pacers,115,Portland Trail Blazers,118,Box Score,,18595.0,Moda Center,,20240119,POR,IND,POR,IND
"Fri, Jan 19, 2024",10:30p,Brooklyn Nets,130,Los Angeles Lakers,112,Box Score,,18997.0,Crypto.com Arena,,20240119,LAL,BRK,LAL,BRK
"Sat, Jan 20, 2024",3:00p,Milwaukee Bucks,141,Detroit Pistons,135,Box Score,,19996.0,Little Caesars Arena,,20240120,DET,MIL,DET,MIL
"Sat, Jan 20, 2024",7:00p,Philadelphia 76ers,97,Charlotte Hornets,89,Box Score,,18261.0,Spectrum Center,,20240120,CHO,PHI,CHO,PHI
"Sat, Jan 20, 2024",7:00p,San Antonio Spurs,131,Washington Wizards,127,Box Score,,17922.0,Capital One Arena,,20240120,WAS,SAS,WAS,SAS
"Sat, Jan 20, 2024",7:30p,Cleveland Cavaliers,116,Atlanta Hawks,95,Box Score,,17047.0,State Farm Arena,,20240120,ATL,CLE,ATL,CLE
"Sat, Jan 20, 2024",7:30p,Toronto Raptors,100,New York Knicks,126,Box Score,,19812.0,Madison Square Garden (IV),,20240120,NYK,TOR,NYK,TOR
"Sat, Jan 20, 2024",8:00p,Memphis Grizzlies,96,Chicago Bulls,125,Box Score,,21441.0,United Center,,20240120,CHI,MEM,CHI,MEM
"Sat, Jan 20, 2024",8:00p,Utah Jazz,126,Houston Rockets,127,Box Score,OT,16618.0,Toyota Center,,20240120,HOU,UTA,HOU,UTA
"Sat, Jan 20, 2024",8:00p,Oklahoma City Thunder,102,Minnesota Timberwolves,97,Box Score,,,Target Center,,20240120,MIN,OKC,MIN,OKC
"Sun, Jan 21, 2024",3:30p,Brooklyn Nets,114,Los Angeles Clippers,125,Box Score,,19370.0,Crypto.com Arena,,20240121,LAC,BRK,LAC,BRK
"Sun, Jan 21, 2024",6:00p,Miami Heat,87,Orlando Magic,105,Box Score,,18102.0,Kia Center,,20240121,ORL,MIA,ORL,MIA
"Sun, Jan 21, 2024",6:00p,Denver Nuggets,113,Washington Wizards,104,Box Score,,17107.0,Capital One Arena,,20240121,WAS,DEN,WAS,DEN
"Sun, Jan 21, 2024",7:00p,Boston Celtics,116,Houston Rockets,107,Box Score,,18055.0,Toyota Center,,20240121,HOU,BOS,HOU,BOS
"Sun, Jan 21, 2024",8:00p,Indiana Pacers,110,Phoenix Suns,117,Box Score,,17071.0,Footprint Center,,20240121,PHO,IND,PHO,IND
"Sun, Jan 21, 2024",10:00p,Portland Trail Blazers,110,Los Angeles Lakers,134,Box Score,,18997.0,Crypto.com Arena,,20240121,LAL,POR,LAL,POR
"Mon, Jan 22, 2024",7:00p,Milwaukee Bucks,122,Detroit Pistons,113,Box Score,,17201.0,Little Caesars Arena,,20240122,DET,MIL,DET,MIL
"Mon, Jan 22, 2024",7:00p,Cleveland Cavaliers,126,Orlando Magic,99,Box Score,,19301.0,Kia Center,,20240122,ORL,CLE,ORL,CLE
"Mon, Jan 22, 2024",7:00p,San Antonio Spurs,123,Philadelphia 76ers,133,Box Score,,20511.0,Wells Fargo Center,,20240122,PHI,SAS,PHI,SAS
"Mon, Jan 22, 2024",7:30p,Memphis Grizzlies,108,Toronto Raptors,100,Box Score,,18577.0,Scotiabank Arena,,20240122,TOR,MEM,TOR,MEM
"Mon, Jan 22, 2024",8:00p,Charlotte Hornets,128,Minnesota Timberwolves,125,Box Score,,18024.0,Target Center,,20240122,MIN,CHO,MIN,CHO
"Mon, Jan 22, 2024",8:30p,Boston Celtics,119,Dallas Mavericks,110,Box Score,,20277.0,American Airlines Center,,20240122,DAL,BOS,DAL,BOS
"Mon, Jan 22, 2024",9:00p,Chicago Bulls,113,Phoenix Suns,115,Box Score,,17071.0,Footprint Center,,20240122,PHO,CHI,PHO,CHI
"Mon, Jan 22, 2024",10:00p,Atlanta Hawks,107,Sacramento Kings,122,Box Score,,17832.0,Golden 1 Center,,20240122,SAC,ATL,SAC,ATL
"Tue, Jan 23, 2024",7:00p,Denver Nuggets,114,Indiana Pacers,109,Box Score,,16004.0,Gainbridge Fieldhouse,,20240123,IND,DEN,IND,DEN
"Tue, Jan 23, 2024",7:30p,New York Knicks,108,Brooklyn Nets,103,Box Score,,17732.0,Barclays Center,,20240123,BRK,NYK,BRK,NYK
"Tue, Jan 23, 2024",8:00p,Utah Jazz,124,New Orleans Pelicans,153,Box Score,,16032.0,Smoothie King Center,,20240123,NOP,UTA,NOP,UTA
"Tue, Jan 23, 2024",8:00p,Portland Trail Blazers,109,Oklahoma City Thunder,111,Box Score,,15874.0,Paycom Center,,20240123,OKC,POR,OKC,POR
"Tue, Jan 23, 2024",10:00p,Los Angeles Lakers,116,Los Angeles Clippers,127,Box Score,,19370.0,Crypto.com Arena,,20240123,LAC,LAL,LAC,LAL
